#gene_id,sprot_Top_BLASTX_hit
evm.model.Seg2697.3,sp|Q9WTP7|KAD3_MOUSE^sp|Q9WTP7|KAD3_MOUSE^Q:10-552
evm.model.Seg2697.4,.
evm.model.Seg2697.5,.
evm.model.Seg2697.6,.
evm.model.Seg2697.7,sp|Q90631|KTN1_CHICK^sp|Q90631|KTN1_CHICK^Q:1-363
evm.model.Seg2698.1,sp|Q8N3J2|METL4_HUMAN^sp|Q8N3J2|METL4_HUMAN^Q:230-1351
evm.model.Seg2698.2,sp|Q9CZV8|FXL20_MOUSE^sp|Q9CZV8|FXL20_MOUSE^Q:213-1085
evm.model.Seg2698.3,sp|P52742|ZN135_HUMAN^sp|P52742|ZN135_HUMAN^Q:4318-6210
evm.model.Seg2699.1.1.57f48f7a,sp|Q2KN96|CYTSA_XENTR^sp|Q2KN96|CYTSA_XENTR^Q:3804-4100
evm.model.Seg2699.1,sp|Q2KN96|CYTSA_XENTR^sp|Q2KN96|CYTSA_XENTR^Q:3727-4023
evm.model.Seg2699.2,sp|Q8IZ69|TRM2A_HUMAN^sp|Q8IZ69|TRM2A_HUMAN^Q:11-1258
evm.model.Seg2699.3,.
evm.model.Seg27.1,.
evm.model.Seg27.2,sp|Q6V0I7|FAT4_HUMAN^sp|Q6V0I7|FAT4_HUMAN^Q:2026-8406
evm.model.Seg27.2.1.57f48f7a,sp|Q6V0I7|FAT4_HUMAN^sp|Q6V0I7|FAT4_HUMAN^Q:2026-8406
evm.model.Seg27.3_evm.model.Seg27.6,sp|P51612|XPC_MOUSE^sp|P51612|XPC_MOUSE^Q:2907-4013
evm.model.Seg27.4,sp|P80405|MTHFS_RABIT^sp|P80405|MTHFS_RABIT^Q:103-588
evm.model.Seg27.5,.
evm.model.Seg27.7,sp|Q8IXR9|CL056_HUMAN^sp|Q8IXR9|CL056_HUMAN^Q:482-820
evm.model.Seg27.8,sp|Q9P2N4|ATS9_HUMAN^sp|Q9P2N4|ATS9_HUMAN^Q:1-510
evm.model.Seg27.9,sp|P59511|ATS20_MOUSE^sp|P59511|ATS20_MOUSE^Q:10-996
evm.model.Seg270.1,.
evm.model.Seg270.2,sp|Q8BR93|HARB1_MOUSE^sp|Q8BR93|HARB1_MOUSE^Q:13-912
evm.model.Seg270.3,.
evm.model.Seg270.4,sp|P37380|RL17_PODCA^sp|P37380|RL17_PODCA^Q:1-342
evm.model.Seg270.5,.
evm.model.Seg270.6,sp|Q7L622|G2E3_HUMAN^sp|Q7L622|G2E3_HUMAN^Q:584-1630
evm.model.Seg270.7,.
evm.model.Seg270.8,sp|O88879|APAF_MOUSE^sp|O88879|APAF_MOUSE^Q:15-527
evm.model.Seg2700.5,sp|Q9W770|SPON1_CHICK^sp|Q9W770|SPON1_CHICK^Q:1-216
evm.model.Seg2700.4,.
evm.model.Seg2700.1,sp|Q24292|DS_DROME^sp|Q24292|DS_DROME^Q:2-2614
evm.model.Seg2700.2,.
evm.model.Seg2700.3,sp|P0CT38|TF25_SCHPO^sp|P0CT38|TF25_SCHPO^Q:4-834
evm.model.Seg2700.6,.
evm.model.Seg2701.9,sp|Q9BY84|DUS16_HUMAN^sp|Q9BY84|DUS16_HUMAN^Q:3-332
evm.model.Seg2701.8,.
evm.model.Seg2701.7,sp|O00743|PPP6_HUMAN^sp|O00743|PPP6_HUMAN^Q:2-220
evm.model.Seg2701.1,sp|Q9CQR6|PPP6_MOUSE^sp|Q9CQR6|PPP6_MOUSE^Q:209-457
evm.model.Seg2701.2,.
evm.model.Seg2701.3,.
evm.model.Seg2701.4,sp|Q21565|AMT3_CAEEL^sp|Q21565|AMT3_CAEEL^Q:5-586
evm.model.Seg2701.4.1.57f48f7a,sp|Q21565|AMT3_CAEEL^sp|Q21565|AMT3_CAEEL^Q:5-280
evm.model.Seg2701.4.1.57f48f7a,sp|Q21565|AMT3_CAEEL^sp|Q21565|AMT3_CAEEL^Q:5-280
evm.model.Seg2701.5,.
evm.model.Seg2701.6,.
evm.model.Seg2702.4,sp|O61460|VAB1_CAEEL^sp|O61460|VAB1_CAEEL^Q:6-269
evm.model.Seg2702.3,sp|O61460|VAB1_CAEEL^sp|O61460|VAB1_CAEEL^Q:6-257
evm.model.Seg2702.5,.
evm.model.Seg2702.6,.
evm.model.Seg2702.1,sp|O43306|ADCY6_HUMAN^sp|O43306|ADCY6_HUMAN^Q:4-384
evm.model.Seg2702.2,.
evm.model.Seg2702.7,.
evm.model.Seg2703.3,.
evm.model.Seg2703.4,.
evm.model.Seg2703.5,sp|Q0VC00|ABHD3_BOVIN^sp|Q0VC00|ABHD3_BOVIN^Q:3-152
evm.model.Seg2703.6,sp|Q0VC00|ABHD3_BOVIN^sp|Q0VC00|ABHD3_BOVIN^Q:1-168
evm.model.Seg2703.2,sp|Q0VC00|ABHD3_BOVIN^sp|Q0VC00|ABHD3_BOVIN^Q:94-318
evm.model.Seg2703.1,sp|Q94523|SDHA_DROME^sp|Q94523|SDHA_DROME^Q:7-843
evm.model.Seg2703.8,sp|Q8CJG0|AGO2_MOUSE^sp|Q8CJG0|AGO2_MOUSE^Q:15-272
evm.model.Seg2703.7,sp|Q6QME8|AGO2_BOVIN^sp|Q6QME8|AGO2_BOVIN^Q:2-298
evm.model.Seg2704.1,.
evm.model.Seg2704.2,.
evm.model.Seg2704.3,.
evm.model.Seg2704.4,.
evm.model.Seg2704.5,.
evm.model.Seg2704.6,.
evm.model.Seg2704.7,sp|Q58CW6|CARTF_BOVIN^sp|Q58CW6|CARTF_BOVIN^Q:340-618
evm.model.Seg2704.8,.
evm.model.Seg2706.1,sp|Q9H9C1|SPE39_HUMAN^sp|Q9H9C1|SPE39_HUMAN^Q:314-1696
evm.model.Seg2706.2,.
evm.model.Seg2706.3,.
evm.model.Seg2707.2,sp|O43422|P52K_HUMAN^sp|O43422|P52K_HUMAN^Q:44-745
evm.model.Seg2707.1,sp|P35409|GLHR_ANTEL^sp|P35409|GLHR_ANTEL^Q:584-1522
evm.model.Seg2708.5,sp|B3EWZ5|MLRP1_ACRMI^sp|B3EWZ5|MLRP1_ACRMI^Q:15-350
evm.model.Seg2708.4,sp|B3EWZ5|MLRP1_ACRMI^sp|B3EWZ5|MLRP1_ACRMI^Q:15-398
evm.model.Seg2708.3,sp|B3EWZ5|MLRP1_ACRMI^sp|B3EWZ5|MLRP1_ACRMI^Q:3-383
evm.model.Seg2708.6,sp|P11276|FINC_MOUSE^sp|P11276|FINC_MOUSE^Q:150-323
evm.model.Seg2708.1,sp|Q8JZV4|RBM41_MOUSE^sp|Q8JZV4|RBM41_MOUSE^Q:163-639
evm.model.Seg2708.2,sp|Q9FQ19|SCC13_ARATH^sp|Q9FQ19|SCC13_ARATH^Q:182-460
evm.model.Seg2709.2,sp|O02751|CFDP2_BOVIN^sp|O02751|CFDP2_BOVIN^Q:755-1354
evm.model.Seg2709.2,sp|O02751|CFDP2_BOVIN^sp|O02751|CFDP2_BOVIN^Q:755-1354
evm.model.Seg2709.1,.
evm.model.Seg2709.3,.
evm.model.Seg2709.4,.
evm.model.Seg2709.5,.
evm.model.Seg271.1,sp|A4IFW2|PTPRF_DANRE^sp|A4IFW2|PTPRF_DANRE^Q:1092-2858
evm.model.Seg271.2,sp|P10076|ZFP26_MOUSE^sp|P10076|ZFP26_MOUSE^Q:556-2691
evm.model.Seg271.3,sp|Q96ER3|SAAL1_HUMAN^sp|Q96ER3|SAAL1_HUMAN^Q:1-501
evm.model.Seg271.4,sp|Q6ZMW2|ZN782_HUMAN^sp|Q6ZMW2|ZN782_HUMAN^Q:1550-2128
evm.model.Seg271.5,sp|Q6A085|ZN629_MOUSE^sp|Q6A085|ZN629_MOUSE^Q:220-891
evm.model.Seg271.6,sp|Q96ER3|SAAL1_HUMAN^sp|Q96ER3|SAAL1_HUMAN^Q:19-834
evm.model.Seg271.7,sp|Q6ZMW2|ZN782_HUMAN^sp|Q6ZMW2|ZN782_HUMAN^Q:1141-1815
evm.model.Seg271.8,sp|Q6A085|ZN629_MOUSE^sp|Q6A085|ZN629_MOUSE^Q:220-891
evm.model.Seg271.9,sp|P13010|XRCC5_HUMAN^sp|P13010|XRCC5_HUMAN^Q:358-2484
evm.model.Seg2710.3,.
evm.model.Seg2710.1,.
evm.model.Seg2710.2,.
evm.model.Seg2711.2,.
evm.model.Seg2711.4,.
evm.model.Seg2711.3,.
evm.model.Seg2711.5,.
evm.model.Seg2711.1,.
evm.model.Seg2712.1,sp|P24045|GBRB4_CHICK^sp|P24045|GBRB4_CHICK^Q:289-738
evm.model.Seg2712.2,sp|Q96M11|HYLS1_HUMAN^sp|Q96M11|HYLS1_HUMAN^Q:349-624
evm.model.Seg2712.3,sp|P17972|KCNAW_DROME^sp|P17972|KCNAW_DROME^Q:85-576
evm.model.Seg2712.4,.
evm.model.Seg2713.7,.
evm.model.Seg2713.8,.
evm.model.Seg2713.1,sp|Q9BSR8|YIPF4_HUMAN^sp|Q9BSR8|YIPF4_HUMAN^Q:335-1048
evm.model.Seg2713.1,sp|Q9BSR8|YIPF4_HUMAN^sp|Q9BSR8|YIPF4_HUMAN^Q:335-1048
evm.model.Seg2713.2,.
evm.model.Seg2713.3,.
evm.model.Seg2713.4,.
evm.model.Seg2713.5,sp|Q9D6J3|CCD94_MOUSE^sp|Q9D6J3|CCD94_MOUSE^Q:71-598
evm.model.Seg2713.6,.
evm.model.Seg2714.1,.
evm.model.Seg2715.1,sp|Q13093|PAFA_HUMAN^sp|Q13093|PAFA_HUMAN^Q:311-1543
evm.model.Seg2715.2,.
evm.model.Seg2715.3,.
evm.model.Seg2716.5,.
evm.model.Seg2716.1,sp|Q2KIR0|CD045_BOVIN^sp|Q2KIR0|CD045_BOVIN^Q:130-558
evm.model.Seg2716.2.1.57f48f7a,sp|P81004|VDAC2_XENLA^sp|P81004|VDAC2_XENLA^Q:444-1283
evm.model.Seg2716.2,sp|P81004|VDAC2_XENLA^sp|P81004|VDAC2_XENLA^Q:57-896
evm.model.Seg2716.3,sp|Q924X7|STK33_MOUSE^sp|Q924X7|STK33_MOUSE^Q:193-1173
evm.model.Seg2716.3.1.57f48f7a,sp|Q924X7|STK33_MOUSE^sp|Q924X7|STK33_MOUSE^Q:193-1173
evm.model.Seg2716.4,.
evm.model.Seg2717.1,sp|P40939|ECHA_HUMAN^sp|P40939|ECHA_HUMAN^Q:98-2398
evm.model.Seg2717.2,.
evm.model.Seg2717.2,.
evm.model.Seg2717.3,sp|Q0V9R3|DI3L2_XENTR^sp|Q0V9R3|DI3L2_XENTR^Q:961-2739
evm.model.Seg2717.4,.
evm.model.Seg2718.1,sp|Q60629|EPHA5_MOUSE^sp|Q60629|EPHA5_MOUSE^Q:740-3082
evm.model.Seg2718.1.1.57f48f7a,sp|Q91736|EPB1B_XENLA^sp|Q91736|EPB1B_XENLA^Q:1204-2628
evm.model.Seg2718.2,sp|Q50H33|KCTD8_MOUSE^sp|Q50H33|KCTD8_MOUSE^Q:344-718
evm.model.Seg2718.3,sp|Q50H33|KCTD8_MOUSE^sp|Q50H33|KCTD8_MOUSE^Q:16-441
evm.model.Seg2718.4,sp|Q5JXC2|MIIP_HUMAN^sp|Q5JXC2|MIIP_HUMAN^Q:1022-1591
evm.model.Seg2718.5,sp|Q5TM48|TCF19_MACMU^sp|Q5TM48|TCF19_MACMU^Q:1109-2044
evm.model.Seg2718.5,sp|Q5TM48|TCF19_MACMU^sp|Q5TM48|TCF19_MACMU^Q:1109-2044
evm.model.Seg2719.1.1.57f48f7a,sp|P98203|ARVC_MOUSE^sp|P98203|ARVC_MOUSE^Q:1786-3417
evm.model.Seg2719.1,sp|P98203|ARVC_MOUSE^sp|P98203|ARVC_MOUSE^Q:1804-3435
evm.model.Seg2719.2,sp|P12007|IVD_RAT^sp|P12007|IVD_RAT^Q:155-1312
evm.model.Seg2719.3,.
evm.model.Seg2719.3,.
evm.model.Seg2719.4,.
evm.model.Seg2719.4,.
evm.model.Seg2719.5,.
evm.model.Seg272.1,.
evm.model.Seg272.2,sp|P55010|IF5_HUMAN^sp|P55010|IF5_HUMAN^Q:7-1170
evm.model.Seg272.3,sp|Q9D8N0|EF1G_MOUSE^sp|Q9D8N0|EF1G_MOUSE^Q:19-1275
evm.model.Seg272.4,sp|Q9C5D2|FBL4_ARATH^sp|Q9C5D2|FBL4_ARATH^Q:256-1440
evm.model.Seg272.5,sp|Q1KKW8|HXB1B_TAKRU^sp|Q1KKW8|HXB1B_TAKRU^Q:767-1048
evm.model.Seg272.6,sp|Q6DC64|MET16_DANRE^sp|Q6DC64|MET16_DANRE^Q:1469-2608
evm.model.Seg272.6,sp|Q6DC64|MET16_DANRE^sp|Q6DC64|MET16_DANRE^Q:1469-2608
evm.model.Seg272.7,sp|B5DE73|ASPH2_XENTR^sp|B5DE73|ASPH2_XENTR^Q:139-909
evm.model.Seg272.8,sp|Q86UW9|DTX2_HUMAN^sp|Q86UW9|DTX2_HUMAN^Q:9-275
evm.model.Seg272.9,.
evm.model.Seg2720.7,.
evm.model.Seg2720.1,sp|O60290|ZN862_HUMAN^sp|O60290|ZN862_HUMAN^Q:184-963
evm.model.Seg2720.2,.
evm.model.Seg2720.3,.
evm.model.Seg2720.4,.
evm.model.Seg2720.5,sp|Q96DM1|PGBD4_HUMAN^sp|Q96DM1|PGBD4_HUMAN^Q:91-1224
evm.model.Seg2720.6,.
evm.model.Seg2721.1,sp|E1BK52|STK10_BOVIN^sp|E1BK52|STK10_BOVIN^Q:1-753
evm.model.Seg2721.2,sp|Q8N7B6|PACRL_HUMAN^sp|Q8N7B6|PACRL_HUMAN^Q:275-841
evm.model.Seg2721.3,sp|Q8BP74|PSTK_MOUSE^sp|Q8BP74|PSTK_MOUSE^Q:20-556
evm.model.Seg2721.4,sp|Q7TN31|AGGF1_MOUSE^sp|Q7TN31|AGGF1_MOUSE^Q:1066-1902
evm.model.Seg2722.1,sp|Q91X43|SH319_MOUSE^sp|Q91X43|SH319_MOUSE^Q:4970-5386
evm.model.Seg2722.1,sp|Q91X43|SH319_MOUSE^sp|Q91X43|SH319_MOUSE^Q:4970-5386
evm.model.Seg2722.1.1.57f48f7a,sp|Q91X43|SH319_MOUSE^sp|Q91X43|SH319_MOUSE^Q:4970-5386
evm.model.Seg2722.1.1.57f48f7a,sp|Q91X43|SH319_MOUSE^sp|Q91X43|SH319_MOUSE^Q:4970-5386
evm.model.Seg2722.1.1.57f48f7a,sp|Q91X43|SH319_MOUSE^sp|Q91X43|SH319_MOUSE^Q:4970-5386
evm.model.Seg2722.2,sp|Q7JK24|B3GT1_GORGO^sp|Q7JK24|B3GT1_GORGO^Q:94-837
evm.model.Seg2722.4,sp|Q9HD20|AT131_HUMAN^sp|Q9HD20|AT131_HUMAN^Q:184-390
evm.model.Seg2722.3,sp|P90747|AT131_CAEEL^sp|P90747|AT131_CAEEL^Q:1-417
evm.model.Seg2722.5,.
evm.model.Seg2723.1,.
evm.model.Seg2723.2,sp|P52301|RAN_XENLA^sp|P52301|RAN_XENLA^Q:40-636
evm.model.Seg2723.3,sp|O08658|NUP88_RAT^sp|O08658|NUP88_RAT^Q:210-2156
evm.model.Seg2723.4,sp|Q5SPX1|CC157_MOUSE^sp|Q5SPX1|CC157_MOUSE^Q:120-1163
evm.model.Seg2724.1,sp|Q61586|GPAT1_MOUSE^sp|Q61586|GPAT1_MOUSE^Q:650-2323
evm.model.Seg2724.2,sp|P17141|ZFP37_MOUSE^sp|P17141|ZFP37_MOUSE^Q:940-1437
evm.model.Seg2725.3,.
evm.model.Seg2725.1,sp|O19015|BGAL_FELCA^sp|O19015|BGAL_FELCA^Q:379-2199
evm.model.Seg2725.1.1.57f48f7a,sp|O19015|BGAL_FELCA^sp|O19015|BGAL_FELCA^Q:666-2486
evm.model.Seg2725.2,sp|P58499|FAM3B_HUMAN^sp|P58499|FAM3B_HUMAN^Q:5422-5697
evm.model.Seg2725.2,sp|P58499|FAM3B_HUMAN^sp|P58499|FAM3B_HUMAN^Q:5422-5697
evm.model.Seg2725.2,sp|P58499|FAM3B_HUMAN^sp|P58499|FAM3B_HUMAN^Q:5422-5697
evm.model.Seg2725.2.1.57f48f7a,sp|P58499|FAM3B_HUMAN^sp|P58499|FAM3B_HUMAN^Q:5422-5697
evm.model.Seg2725.2.1.57f48f7a,sp|P58499|FAM3B_HUMAN^sp|P58499|FAM3B_HUMAN^Q:5422-5697
evm.model.Seg2725.2.1.57f48f7a,sp|P58499|FAM3B_HUMAN^sp|P58499|FAM3B_HUMAN^Q:5422-5697
evm.model.Seg2726.1,.
evm.model.Seg2726.2,sp|Q2M1K9|ZN423_HUMAN^sp|Q2M1K9|ZN423_HUMAN^Q:7-720
evm.model.Seg2726.3,.
evm.model.Seg2726.4,.
evm.model.Seg2726.5,.
evm.model.Seg2726.6,.
evm.model.Seg2726.7,.
evm.model.Seg2726.8,.
evm.model.Seg2726.9,.
evm.model.Seg2727.3,sp|Q9P2K1|C2D2A_HUMAN^sp|Q9P2K1|C2D2A_HUMAN^Q:51-239
evm.model.Seg2727.4,.
evm.model.Seg2727.1,sp|Q9SZW4|HMA2_ARATH^sp|Q9SZW4|HMA2_ARATH^Q:754-1296
evm.model.Seg2727.2,.
evm.model.Seg2727.6,sp|O75691|UTP20_HUMAN^sp|O75691|UTP20_HUMAN^Q:1-168
evm.model.Seg2727.5,sp|O75691|UTP20_HUMAN^sp|O75691|UTP20_HUMAN^Q:1-1143
evm.model.Seg2727.7,sp|Q5XG71|UTP20_MOUSE^sp|Q5XG71|UTP20_MOUSE^Q:114-821
evm.model.Seg2728.1,sp|O04438|SRP09_MAIZE^sp|O04438|SRP09_MAIZE^Q:19-210
evm.model.Seg2728.2,sp|Q96JB2|COG3_HUMAN^sp|Q96JB2|COG3_HUMAN^Q:70-2175
evm.model.Seg2728.3,.
evm.model.Seg2729.3,sp|O64411|PAO_MAIZE^sp|O64411|PAO_MAIZE^Q:121-1380
evm.model.Seg2729.4,.
evm.model.Seg2729.1,sp|F6UH96|SPRTN_XENTR^sp|F6UH96|SPRTN_XENTR^Q:10-480
evm.model.Seg2729.2,sp|P46976|GLYG_HUMAN^sp|P46976|GLYG_HUMAN^Q:148-405
evm.model.Seg273.1,sp|O15550|KDM6A_HUMAN^sp|O15550|KDM6A_HUMAN^Q:2-190
evm.model.Seg273.2,sp|Q5NCY0|KDM6B_MOUSE^sp|Q5NCY0|KDM6B_MOUSE^Q:757-882
evm.model.Seg273.3,.
evm.model.Seg273.4,.
evm.model.Seg273.5,.
evm.model.Seg273.6,.
evm.model.Seg273.7,.
evm.model.Seg273.8,sp|Q01887|RYK_MOUSE^sp|Q01887|RYK_MOUSE^Q:7-606
evm.model.Seg2730.1,sp|O35344|IMA4_MOUSE^sp|O35344|IMA4_MOUSE^Q:2-871
evm.model.Seg2730.5,.
evm.model.Seg2730.3,.
evm.model.Seg2730.4,sp|Q8WWU7|ITLN2_HUMAN^sp|Q8WWU7|ITLN2_HUMAN^Q:721-1041
evm.model.Seg2730.2,sp|Q9W6K1|MRE11_XENLA^sp|Q9W6K1|MRE11_XENLA^Q:1-408
evm.model.Seg2730.6,sp|Q9JIM0|MRE11_RAT^sp|Q9JIM0|MRE11_RAT^Q:1-378
evm.model.Seg2731.1,.
evm.model.Seg2731.2.1.57f48f7a,.
evm.model.Seg2731.2,.
evm.model.Seg2731.3,sp|Q6PFL8|THYN1_DANRE^sp|Q6PFL8|THYN1_DANRE^Q:124-738
evm.model.Seg2731.4,.
evm.model.Seg2731.5,sp|O75838|CIB2_HUMAN^sp|O75838|CIB2_HUMAN^Q:611-1162
evm.model.Seg2731.6,sp|Q9PTS8|ACHA9_CHICK^sp|Q9PTS8|ACHA9_CHICK^Q:1-474
evm.model.Seg2731.7,.
evm.model.Seg2731.8,sp|Q5M7F8|C070A_XENLA^sp|Q5M7F8|C070A_XENLA^Q:98-505
evm.model.Seg2731.9,sp|A0PJX0|CIB4_HUMAN^sp|A0PJX0|CIB4_HUMAN^Q:5-463
evm.model.Seg2732.1,sp|P79218|NK2R_RABIT^sp|P79218|NK2R_RABIT^Q:1-348
evm.model.Seg2732.2,.
evm.model.Seg2733.4,.
evm.model.Seg2733.2,.
evm.model.Seg2733.3,.
evm.model.Seg2733.1,sp|Q8WP23|BOLL_MACFA^sp|Q8WP23|BOLL_MACFA^Q:46-300
evm.model.Seg2734.1,sp|Q07263|ACHA3_BOVIN^sp|Q07263|ACHA3_BOVIN^Q:78-218
evm.model.Seg2734.2,.
evm.model.Seg2734.3,.
evm.model.Seg2734.4,.
evm.model.Seg2734.7,.
evm.model.Seg2734.8,sp|B8WI85|USOM7_ACRMI^sp|B8WI85|USOM7_ACRMI^Q:1-417
evm.model.Seg2734.6,.
evm.model.Seg2734.5,sp|B8WI85|USOM7_ACRMI^sp|B8WI85|USOM7_ACRMI^Q:3-329
evm.model.Seg2734.9,sp|B8WI85|USOM7_ACRMI^sp|B8WI85|USOM7_ACRMI^Q:5-256
evm.model.Seg2735.1,sp|P34140|RAB1B_DICDI^sp|P34140|RAB1B_DICDI^Q:339-851
evm.model.Seg2735.2,sp|Q3ULF4|SPG7_MOUSE^sp|Q3ULF4|SPG7_MOUSE^Q:726-2507
evm.model.Seg2735.3,sp|P30531|SC6A1_HUMAN^sp|P30531|SC6A1_HUMAN^Q:579-2480
evm.model.Seg2735.3,sp|P30531|SC6A1_HUMAN^sp|P30531|SC6A1_HUMAN^Q:579-2480
evm.model.Seg2735.4,sp|Q1LVE8|SF3B3_DANRE^sp|Q1LVE8|SF3B3_DANRE^Q:354-611
evm.model.Seg2735.5,sp|Q5RBI5|SF3B3_PONAB^sp|Q5RBI5|SF3B3_PONAB^Q:327-470
evm.model.Seg2736.1,sp|P14381|YTX2_XENLA^sp|P14381|YTX2_XENLA^Q:43-552
evm.model.Seg2736.2,.
evm.model.Seg2736.3,.
evm.model.Seg2736.4,.
evm.model.Seg2737.6,.
evm.model.Seg2737.1,sp|Q61233|PLSL_MOUSE^sp|Q61233|PLSL_MOUSE^Q:4-1620
evm.model.Seg2737.2,.
evm.model.Seg2737.3,.
evm.model.Seg2737.3,.
evm.model.Seg2737.4,sp|Q9EQG7|ENPP5_MOUSE^sp|Q9EQG7|ENPP5_MOUSE^Q:178-1407
evm.model.Seg2737.5,.
evm.model.Seg2738.4,.
evm.model.Seg2738.3,.
evm.model.Seg2738.1,sp|Q9VL13|MOB3_DROME^sp|Q9VL13|MOB3_DROME^Q:219-803
evm.model.Seg2738.2,sp|Q01793|KRUP_TRICA^sp|Q01793|KRUP_TRICA^Q:2245-2409
evm.model.Seg2739.1,.
evm.model.Seg2739.1,.
evm.model.Seg2739.1,.
evm.model.Seg2739.1,.
evm.model.Seg2739.1,.
evm.model.Seg2739.1.1.57f48f7a,.
evm.model.Seg2739.1.1.57f48f7a,.
evm.model.Seg2739.1.1.57f48f7a,.
evm.model.Seg2739.1.1.57f48f7a,.
evm.model.Seg2739.1.4.57f48f7a,.
evm.model.Seg2739.1.4.57f48f7a,.
evm.model.Seg2739.1.4.57f48f7a,.
evm.model.Seg2739.1.4.57f48f7a,.
evm.model.Seg2739.1.4.57f48f7a,.
evm.model.Seg2739.1.2.57f48f7a,.
evm.model.Seg2739.1.2.57f48f7a,.
evm.model.Seg2739.1.2.57f48f7a,.
evm.model.Seg2739.1.2.57f48f7a,.
evm.model.Seg2739.1.2.57f48f7a,.
evm.model.Seg2739.1.3.57f48f7a,.
evm.model.Seg2739.1.3.57f48f7a,.
evm.model.Seg2739.1.3.57f48f7a,.
evm.model.Seg2739.1.3.57f48f7a,.
evm.model.Seg2739.1.3.57f48f7a,.
evm.model.Seg2739.2,.
evm.model.Seg2739.3,sp|Q90889|MAFG_CHICK^sp|Q90889|MAFG_CHICK^Q:205-489
evm.model.Seg274.1,.
evm.model.Seg274.2,.
evm.model.Seg274.3,.
evm.model.Seg274.4,.
evm.model.Seg274.5,sp|Q9JHX4|CASP8_RAT^sp|Q9JHX4|CASP8_RAT^Q:60-275
evm.model.Seg274.6,.
evm.model.Seg274.7,.
evm.model.Seg274.8,sp|P0C6B8|SVEP1_RAT^sp|P0C6B8|SVEP1_RAT^Q:6-1475
evm.model.Seg274.9,sp|Q9GV72|CTX1_CARRA^sp|Q9GV72|CTX1_CARRA^Q:78-1346
evm.model.Seg274.10,.
evm.model.Seg2740.3,sp|Q9ERU9|RBP2_MOUSE^sp|Q9ERU9|RBP2_MOUSE^Q:6208-7485
evm.model.Seg2740.1,sp|F1NY98|DSCAM_CHICK^sp|F1NY98|DSCAM_CHICK^Q:322-4725
evm.model.Seg2740.2,sp|Q3UGY8|BIG3_MOUSE^sp|Q3UGY8|BIG3_MOUSE^Q:1-354
evm.model.Seg2741.1,.
evm.model.Seg2742.1,.
evm.model.Seg2743.6,.
evm.model.Seg2743.1,sp|Q9SRL4|ENAS2_ARATH^sp|Q9SRL4|ENAS2_ARATH^Q:439-1332
evm.model.Seg2743.2,sp|Q6DBX0|MFS6L_DANRE^sp|Q6DBX0|MFS6L_DANRE^Q:202-1701
evm.model.Seg2743.2,sp|Q6DBX0|MFS6L_DANRE^sp|Q6DBX0|MFS6L_DANRE^Q:202-1701
evm.model.Seg2743.3,sp|Q8N0W5|IQCK_HUMAN^sp|Q8N0W5|IQCK_HUMAN^Q:746-1165
evm.model.Seg2743.4,.
evm.model.Seg2743.5,sp|P34371|BAT42_CAEEL^sp|P34371|BAT42_CAEEL^Q:2-346
evm.model.Seg2743.7,.
evm.model.Seg2744.2,sp|Q9UBC3|DNM3B_HUMAN^sp|Q9UBC3|DNM3B_HUMAN^Q:1-393
evm.model.Seg2744.3,.
evm.model.Seg2744.4,sp|O35790|PIGL_RAT^sp|O35790|PIGL_RAT^Q:515-1192
evm.model.Seg2744.1,sp|O55033|NCK2_MOUSE^sp|O55033|NCK2_MOUSE^Q:245-1339
evm.model.Seg2744.1.1.57f48f7a,sp|O55033|NCK2_MOUSE^sp|O55033|NCK2_MOUSE^Q:170-1264
evm.model.Seg2745.1,sp|Q5PRC7|SOSB2_DANRE^sp|Q5PRC7|SOSB2_DANRE^Q:149-505
evm.model.Seg2745.2,sp|Q8NFF2|NCKX4_HUMAN^sp|Q8NFF2|NCKX4_HUMAN^Q:1-1434
evm.model.Seg2745.2.1.57f48f7a,sp|Q8NFF2|NCKX4_HUMAN^sp|Q8NFF2|NCKX4_HUMAN^Q:1-1296
evm.model.Seg2746.2,.
evm.model.Seg2746.3,.
evm.model.Seg2746.1,.
evm.model.Seg2747.2,sp|Q23983|SNAP_DROME^sp|Q23983|SNAP_DROME^Q:1-174
evm.model.Seg2747.1,sp|P15620|ZN271_MOUSE^sp|P15620|ZN271_MOUSE^Q:189-1301
evm.model.Seg2748.1,sp|P08510|KCNAS_DROME^sp|P08510|KCNAS_DROME^Q:834-1991
evm.model.Seg2748.2,sp|Q09081|KCNA2_RABIT^sp|Q09081|KCNA2_RABIT^Q:781-1926
evm.model.Seg2749.1,.
evm.model.Seg2749.2_evm.model.Seg2749.3,.
evm.model.Seg2749.4,.
evm.model.Seg2749.5,sp|Q99KF0|CAR14_MOUSE^sp|Q99KF0|CAR14_MOUSE^Q:16-306
evm.model.Seg275.1,.
evm.model.Seg275.2,sp|P23468|PTPRD_HUMAN^sp|P23468|PTPRD_HUMAN^Q:13-363
evm.model.Seg275.3,.
evm.model.Seg275.4,.
evm.model.Seg275.5,sp|P23468|PTPRD_HUMAN^sp|P23468|PTPRD_HUMAN^Q:3-287
evm.model.Seg275.6,.
evm.model.Seg275.7,.
evm.model.Seg275.8,.
evm.model.Seg275.9,sp|Q8WZA1|PMGT1_HUMAN^sp|Q8WZA1|PMGT1_HUMAN^Q:560-2245
